Notebook_Timestamp_Neck,"Quaternion_Orientation_(W, X, Y, Z)_Neck",Sensor_Timestamp,Status_Neck,Label_Neck,Notebook_Timestamp_Back,"Quaternion_Orientation_(W, X, Y, Z)_Back",Status_Back,Label_Back
01:56:20.363000,"(0.8331769704818726, -0.04804300144314766, -0.5479899644851685, -0.056704215705394745)",0 days 00:00:00.340183,00100000,neck_good_10,01:56:20.312000,"(0.7114434242248535, -0.23569901287555695, -0.6478910446166992, 0.13614515960216522)",00100000,back_good_10
01:56:20.364000,"(0.8332557082176208, -0.04799342900514603, -0.5478913187980652, -0.0565466545522213)",0 days 00:00:00.360194,00100000,neck_good_10,01:56:20.327000,"(0.7114492058753967, -0.23554229736328125, -0.6479095816612244, 0.136298269033432)",00100000,back_good_10
01:56:20.378000,"(0.8333274126052856, -0.048042990267276764, -0.5477837920188904, -0.05649552121758461)",0 days 00:00:00.380226,00100000,neck_good_10,01:56:20.372000,"(0.7114751935005188, -0.2352428436279297, -0.6479247808456421, 0.13659262657165527)",00100000,back_good_10
01:56:20.393000,"(0.8333800435066223, -0.04800830036401749, -0.5477159023284912, -0.056414492428302765)",0 days 00:00:00.400217,00100000,neck_good_10,01:56:20.373000,"(0.7115058898925781, -0.2350563406944275, -0.6479256749153137, 0.13674946129322052)",00100000,back_good_10
01:56:20.423000,"(0.8334291577339172, -0.048022449016571045, -0.5476490259170532, -0.05633648484945297)",0 days 00:00:00.420227,00100000,neck_good_10,01:56:20.386000,"(0.711553692817688, -0.23492421209812164, -0.6478940844535828, 0.13687919080257416)",00100000,back_good_10
01:56:20.438000,"(0.8334963917732239, -0.048050254583358765, -0.5475524067878723, -0.05627034977078438)",0 days 00:00:00.440239,00100000,neck_good_10,01:56:20.388000,"(0.7116479873657227, -0.2347661554813385, -0.6478190422058105, 0.1370159089565277)",00100000,back_good_10
01:56:20.453000,"(0.8335788249969482, -0.04809565469622612, -0.5474321246147156, -0.05619587004184723)",0 days 00:00:00.460251,00100000,neck_good_10,01:56:20.416000,"(0.7117617726325989, -0.23457017540931702, -0.6477307081222534, 0.13717907667160034)",00100000,back_good_10
01:56:20.483000,"(0.8336728811264038, -0.048145681619644165, -0.5472936034202576, -0.05612296611070633)",0 days 00:00:00.480260,00100000,neck_good_10,01:56:20.431000,"(0.7118555307388306, -0.2343931347131729, -0.647657036781311, 0.13734465837478638)",00100000,back_good_10
01:56:20.513000,"(0.833757758140564, -0.04821217060089111, -0.547167181968689, -0.05605011060833931)",0 days 00:00:00.500269,00100000,neck_good_10,01:56:20.446000,"(0.7119226455688477, -0.23425723612308502, -0.6475993394851685, 0.13750287890434265)",00100000,back_good_10
01:56:20.528000,"(0.8338484168052673, -0.04825818911194801, -0.54703289270401, -0.05597401037812233)",0 days 00:00:00.520280,00100000,neck_good_10,01:56:20.477000,"(0.7119821906089783, -0.23416206240653992, -0.6475427746772766, 0.13762660324573517)",00100000,back_good_10
01:56:20.558000,"(0.8339366912841797, -0.04832996428012848, -0.5468881130218506, -0.05592229962348938)",0 days 00:00:00.540289,00100000,neck_good_10,01:56:20.507000,"(0.7120333909988403, -0.23409168422222137, -0.6474918723106384, 0.13772432506084442)",00100000,back_good_10
01:56:20.588000,"(0.8340241312980652, -0.0483115091919899, -0.5467691421508789, -0.05579976737499237)",0 days 00:00:00.560302,00100000,neck_good_10,01:56:20.537000,"(0.7120541334152222, -0.23401546478271484, -0.6474758982658386, 0.1378217488527298)",00100000,back_good_10
01:56:20.589000,"(0.8340893387794495, -0.04825575649738312, -0.5466888546943665, -0.05566810816526413)",0 days 00:00:00.580311,00100000,neck_good_10,01:56:20.552000,"(0.7120316624641418, -0.23386774957180023, -0.6475134491920471, 0.13799834251403809)",00100000,back_good_10
01:56:20.591000,"(0.834148108959198, -0.04819673299789429, -0.5466200113296509, -0.05552703142166138)",0 days 00:00:00.600323,00100000,neck_good_10,01:56:20.566000,"(0.712019681930542, -0.23378616571426392, -0.6475449800491333, 0.13805021345615387)",00100000,back_good_10
01:56:20.618000,"(0.8342009782791138, -0.048222899436950684, -0.5465538501739502, -0.055377352982759476)",0 days 00:00:00.620334,00100000,neck_good_10,01:56:20.568000,"(0.7120422124862671, -0.23368807137012482, -0.6475440263748169, 0.138105571269989)",00100000,back_good_10
01:56:20.633000,"(0.8342452645301819, -0.048289116472005844, -0.5464959144592285, -0.0552399717271328)",0 days 00:00:00.640347,00100000,neck_good_10,01:56:20.596000,"(0.7120986580848694, -0.23354856669902802, -0.6475133299827576, 0.13819542527198792)",00100000,back_good_10
01:56:20.663000,"(0.834282398223877, -0.04834059625864029, -0.5464504957199097, -0.05510139465332031)",0 days 00:00:00.660355,00100000,neck_good_10,01:56:20.611000,"(0.712176501750946, -0.23340098559856415, -0.6474594473838806, 0.13829663395881653)",00100000,back_good_10
01:56:20.678000,"(0.8343440294265747, -0.04835294187068939, -0.5463741421699524, -0.05493425205349922)",0 days 00:00:00.680366,00100000,neck_good_10,01:56:20.627000,"(0.7122712135314941, -0.23326174914836884, -0.6473817229270935, 0.13840819895267487)",00100000,back_good_10
01:56:20.708000,"(0.8344192504882812, -0.04843098297715187, -0.5462726354598999, -0.05475196614861488)",0 days 00:00:00.700378,00100000,neck_good_10,01:56:20.656000,"(0.7123411297798157, -0.2331579625606537, -0.6473190188407898, 0.13851743936538696)",00100000,back_good_10
01:56:20.738000,"(0.8344870805740356, -0.04866541549563408, -0.5461597442626953, -0.05463682860136032)",0 days 00:00:00.720389,00100000,neck_good_10,01:56:20.686000,"(0.7123749852180481, -0.23309555649757385, -0.6472831964492798, 0.13861708343029022)",00100000,back_good_10
01:56:20.753000,"(0.8345058560371399, -0.04876984655857086, -0.5461218953132629, -0.05452089011669159)",0 days 00:00:00.740399,00100000,neck_good_10,01:56:20.701000,"(0.7124344706535339, -0.23302693665027618, -0.6472226977348328, 0.13871173560619354)",00100000,back_good_10
01:56:20.768000,"(0.8345266580581665, -0.048666905611753464, -0.546119749546051, -0.054318930953741074)",0 days 00:00:00.760409,00100000,neck_good_10,01:56:20.732000,"(0.7125223875045776, -0.2328770011663437, -0.6471496820449829, 0.13885191082954407)",00100000,back_good_10
01:56:20.783000,"(0.8345567584037781, -0.04847417399287224, -0.5461108684539795, -0.05412319302558899)",0 days 00:00:00.780420,00100000,neck_good_10,01:56:20.761000,"(0.7125789523124695, -0.23274406790733337, -0.6470848917961121, 0.13907894492149353)",00100000,back_good_10
